Year,Donor,Where Donor Lives,Donor's Source of Wealth,Recipient,Recipient Location,Cause,Gift type,Gift Value
2017,Walter and Virginia Woltosz,California,Technology,Auburn U. (Ala.),Alabama,Colleges and universities,Pledge,"$5,000,000 "
2017,Allen Chao,California,Pharmaceuticals,U. of California at Irvine Health,California,Health,Gift,"$5,000,000 "
2017,Entenmann family,New York,Food and beverage,"Peconic Bay Medical Center (Riverhead, N.Y.)",New York,Health,Pledge,"$5,000,000 "
2017,Berges Family Foundation (Jim and Cathy Berges),Missouri,Finance,Center of Creative Arts (St. Louis),Missouri,Arts,GiftChallenge,"$5,000,000 "
2017,Ira Lubert,Pennsylvania,Finance,Pennsylvania State U. (University Park),Pennsylvania,Colleges and universities,Pledge,"$5,000,000 "
2017,Frank Levinson,Indiana,Technology,Butler U. (Indianapolis),Indiana,Colleges and universities,,"$5,000,000 "
2017,Jordan Schnitzer Family Foundation (Jordan Schnitzer),Oregon,Family wealth,Portland State U. (Ore.),Oregon,Colleges and universities,,"$5,000,000 "
2017,Arthur J. Epstein,Massachusetts,Real estate,"North Shore Medical Center (Salem, Mass.)",Massachusetts,Health,Pledge,"$5,000,000 "
2017,Ralph C. Wilson Jr.,Michigan,Professional Sports,Rochester Area Community Foundation (N.Y.),New York,Community foundations,Bequest,"$5,000,000 "
2017,Robert and Dilek Koenigsberger,New York,Finance,Elon U. (N.C.),North Carolina,Colleges and universities,Gift,"$5,000,000 "
2017,T. Denny Sanford,South Dakota,Finance,"Long Island U. Post (Greenvale, N.Y.)",New York,Colleges and universities,Gift,"$5,000,000 "
2017,John and Laura Arnold,Texas,Energy,Vanderbilt U. (Nashville),Tennessee,Colleges and universities,,"$5,000,000 "
2017,Ronald M. Shaich,,Food and beverage,"Clark U. (Worcester, Mass.)",Massachusetts,Colleges and universities,,"$5,000,000 "
2017,Martin and Michele Cohen,New York,Finance,U. of Vermont Foundation (Burlington),Vermont,Colleges and universities,,"$5,000,000 "
2017,World Heritage Foundation-Prechter Family Fund (Waltraud Prechter),Michigan,Engineering,U. of Michigan Depression Center (Ann Arbor),Michigan,Health,ChallengePledge,"$5,000,000 "
2017,Ann and Monroe Carell Foundation (Monroe Carell Jr. Family),Tennessee,Transportation,Cheekwood Estate and Gardens (Nashville),Tennessee,Historic preservation,Gift,"$5,000,000 "
2017,Bracken Foundation (Richard and Judith Bracken),Tennessee,Health care,Cheekwood Estate and Gardens (Nashville),Tennessee,Historic preservation,GiftChallenge,"$5,000,000 "
2017,David Rockefeller,New York,Family wealth,Maine Coast Heritage Trust (Topsham),Maine,Conservation and the environment,Bequest,"$5,000,000 "
2017,Jim and Vanita Bauknight Oelschlager,Ohio,Finance,U. of Akron (Ohio),Ohio,Museums and libraries,Gift,"$5,000,000 "
2017,David Bronner,California,Retail,"Multidisciplinary Association for Psychedelic Studies (Santa Cruz, Calif.)",California,Health,Pledge,"$5,000,000 "
2017,Robert and Maggie Stout,North Carolina,Manufacturing,High Point U. (N.C.),North Carolina,Colleges and universities,,"$5,000,000 "
2017,Nolop family,,,U. of South Dakota (Vermillion),South Dakota,Health,,"$5,000,000 "
2017,Anonymous,,,Newport Art Museum (R.I.),Rhode Island,Arts,Gift,"$4,750,000 "
2017,Morton La Kretz,California,Real estate,River Los Angeles,California,Other groups,Gift,"$4,750,000 "
2017,Charles G. Koch Charitable Foundation (Charles G. Koch),Virginia,Industry,"Ohio State U., Moritz College of Law (Columbus)",Ohio,Colleges and universities,Gift,"$4,500,000 "
2017,Laura and John Arnold Foundation (John and Laura Arnold),Texas,Energy,U. of Denver,Colorado,Public affairs,Gift,"$4,500,000 "
2017,Scott Galloway,California,Marketing,U. of California at Berkeley,California,Colleges and universities,Gift,"$4,400,000 "
2017,Anonymous,,,South Dakota State U. (Brookings),South Dakota,Colleges and universities,Gift,"$4,100,000 "
2017,Rose Bente Lee Ostapenko,,,"Niagara U. (Lewiston, N.Y.)",New York,Colleges and universities,Bequest,"$4,100,000 "
2017,Harold Alfond,Florida,Manufacturing,"Husson U. (Bangor, Me.)",Maine,Colleges and universities,BequestMatching,"$4,000,000 "
2017,Alice Lehman,North Carolina,Finance,U. of North Carolina at Chapel Hill,North Carolina,Health,Gift,"$4,000,000 "
2017,James Lee Davis,Texas,Oil,Mart Independent School District (Tex.),Texas,Education,Gift,"$4,000,000 "
2017,Manning and Virginia Smith,New York,,Silver Bay YMCA (N.Y.),New York,Sports and recreation,Gift,"$4,000,000 "
2017,Amanda Precourt,Colorado,Family wealth,Denver Art Museum,Colorado,Arts,Gift,"$4,000,000 "
2017,Usery Foundation (W.J. (Bill) Usery Jr.),Virginia,Government,Georgia Military College (Milledgeville),Georgia,Colleges and universities,Bequest,"$4,000,000 "
2017,Thomas and Barbara Bozzuto,Maryland,Real estate,"Hobart and William Smith Colleges (Geneva, N.Y.)",New York,Colleges and universities,Gift,"$4,000,000 "
2017,Thomas and Barbara Bozzuto,Maryland,Real estate,"Hobart and William Smith Colleges (Geneva, N.Y.)",New York,Colleges and universities,Gift,"$4,000,000 "
2017,Heinrich Medicus,New York,Family wealth,"Northeast Health Foundation (Troy, N.Y.)",New York,Health,Bequest,"$4,000,000 "
2017,Bob and Renee Parsons Foundation (Bob and Renee Parsons),Arizona,Technology,"Barrow Neurological Institute, Muhammad Ali Parkinson Center (Phoenix)",Arizona,Health,Gift,"$4,000,000 "
2017,Thomas F. and Karen Chapman,Georgia,Corporate finance,Clemson U. (S.C.),South Carolina,Colleges and universities,Gift,"$4,000,000 "
2017,Leon Levine Foundation (Leon Levine),North Carolina,Retail,Queens U. of Charlotte (N.C.),North Carolina,Colleges and universities,Gift,"$4,000,000 "
2017,Anonymous,,,"Yew Dell Botanical Gardens (Crestwood, Ky.)",Kentucky,Other groups,Gift,"$4,000,000 "
2017,John and Laura Arnold,Texas,Energy,National Resource Network (Washington),District of Columbia,Public affairs,Gift,"$4,000,000 "
2017,Jonathan and Jeannie Lavine,Massachusetts,Finance,Lift (Washington),District of Columbia,Human and social services,Gift,"$4,000,000 "
2017,Harry and Barbara Markowitz,California,Investments,"U. of California at San Diego, Rady School of Management",California,Colleges and universities,Pledge,"$4,000,000 "
2017,Daniel and Susan Katzin,Delaware,Finance,"Nemours/Alfred I. duPont Hospital for Children (Wilmington, Del.)",Delaware,Health,Gift,"$4,000,000 "
2017,Bernard A. Osher,California,Finance,Florida Atlantic U. (Boca Raton),Florida,,Gift,"$4,000,000 "
2017,J.R. Welhausen,,Agriculture,Texas A&M U. at Kingsville,Texas,Colleges and universities,BequestNoncash,"$4,000,000 "
2017,Marilyn Beaudry-Corbett,,Marketing,"U. of Southern California, Marshall School of Business (Los Angeles)",California,Colleges and universities,,"$4,000,000 "
2017,Perelman Family Foundation (Ronald O. Perelman and Anna Chapman),New York,Finance,"Multiple Myeloma Research Foundation (Norwalk, Conn.)",Connecticut,Health,Pledge,"$4,000,000 "
2017,Dudley D. Johnson,New York,Engineering,"Cummer Museum of Art and Gardens (Jacksonville, Fla.)",Florida,Arts,Gift,"$4,000,000 "
2017,Richard and Norma Small,Oklahoma,Technology,"Cornell College (Mount Vernon, Iowa)",Iowa,Colleges and universities,,"$4,000,000 "
2017,Laura and John Arnold Foundation (John and Laura Arnold),Texas,Energy,Georgia State U. (Atlanta),Georgia,Colleges and universities,Gift,"$3,900,000 "
2017,Ed and Carol Kaplan,Illinois,Technology,American Jewish Joint Distribution Committee (New York),New York,International,Gift,"$3,800,000 "
2017,David Nutt,Kansas,Investments,Lindsborg Community Hospital (Kan.),Kansas,Health,Bequest,"$3,700,000 "
2017,David Nutt,Kansas,Investments,Bethany College (W.Va.),West Virginia,Colleges and universities,Bequest,"$3,700,000 "
2017,Charles G. Koch,Virginia,Industry,Wichita State U. Foundation (Kan.),Kansas,Colleges and universities,Gift,"$3,640,000 "
2017,Ross J. Beaty,,Energy,Panthera (New York),New York,Conservation and the environment,Gift,"$3,640,000 "
2017,Joseph and Annette Irom,New York,Law,"Peconic Bay Medical Center (Riverhead, N.Y.)",New York,Health,Gift,"$3,600,000 "
2017,Kenneth Panzer and Jordan Kaplan,California,Real estate,Pennsylvania State U. (University Park),Pennsylvania,Colleges and universities,Gift,"$3,550,000 "
2017,Mike and Lynn Cottrell,Georgia,Manufacturing,Junior Achievement of Georgia (Atlanta),Georgia,Children and youths,Gift,"$3,500,000 "
2017,Anonymous,,,"Roberts Wesleyan College (Rochester, N.Y.)",New York,Colleges and universities,Gift,"$3,500,000 "
2017,Bill Mariotti,,,U. of South Florida (Tampa),Florida,Colleges and universities,Pledge,"$3,500,000 "
2017,Anthony Rizzo Family Foundation (Anthony Rizzo),Illinois,Professional Sports,Ann and Robert H. Lurie Children's Hospital of Chicago,Illinois,Health,Pledge,"$3,500,000 "
2017,Ethelyne Fulcher Daniel,Virginia,Real estate,Ferrum College (Va.),Virginia,Colleges and universities,Bequest,"$3,400,000 "
2017,W. Lee James Jr. and Joan James,California,Engineering,Interfaith Community Services (Calif.),California,Human and social services,Bequest,"$3,200,000 "
2017,Giles T. Brown Trust (Giles Brown),,Education,California State U. at Fullerton,California,Colleges and universities,Bequest,"$3,200,000 "
2017,Anonymous,,,"Bigelow Laboratory for Ocean Science (East Boothbay, Me.)",Maine,Science,GiftMatching,"$3,100,000 "
2017,Harold Alfond Foundation (Harold Alfond),Florida,Manufacturing,"Bigelow Laboratory for Ocean Science (East Boothbay, Me.)",Maine,Science,GiftChallenge,"$3,100,000 "
2017,Joseph and Frances Stevens,Florida,Technology,"Kent State U. (Akron, Ohio)",Ohio,Colleges and universities,Gift,"$3,100,000 "
2017,Edward W. Jesse Jr.,Iowa,Agriculture,UnityPoint Health (Des Moines),Iowa,Health,Bequest,"$3,063,099 "
2017,James C. Kennedy,Georgia,Media and entertainment,Ducks Unlimited Canada,,Conservation and the environment,,"$3,000,000 "
2017,J. Thomas Hurvis,Illinois,Chemicals,Milwaukee Area Technical College,Wisconsin,Colleges and universities,ChallengePledge,"$3,000,000 "
2017,Anonymous,,,U. of West Florida (Pensacola),Florida,Colleges and universities,Gift,"$3,000,000 "
2017,David Freedman,California,Law,"Northwestern U. Medill School of Journalism (Evanston, Ill.)",Illinois,Colleges and universities,Pledge,"$3,000,000 "
2017,Robert W. Mitchell,Virginia,Finance,"Old Dominion U. (Norfolk, Va.)",Virginia,Colleges and universities,Pledge,"$3,000,000 "
2017,Anonymous,,,"City of Hope (Duarte, Calif.)",California,Health,Pledge,"$3,000,000 "
2017,Anonymous,,,California Institute of Technology (Pasadena),California,Health,Pledge,"$3,000,000 "
2017,Anonymous,,,"First African Baptist Church (Sharon Hill, Pa.)",Pennsylvania,Religious groups,,"$3,000,000 "
2017,Jane Batten,Virginia,Media and entertainment,"WHRO Public Media (Norfolk, Va.)",Virginia,Other groups,Gift,"$3,000,000 "
2017,Craig and Barbara Barrett,,Technology,"Arizona State U., Sandra Day O'Connor School of Law (Tempe)",Arizona,Colleges and universities,Gift,"$3,000,000 "
2017,Israel Convisser,District of Columbia,Law,I Have a Dream Foundation (New York),New York,Education,Bequest,"$3,000,000 "
2017,Nyle and Nancy Maxwell,,Retail,Dell Children's Medical Center of Central Texas (Austin),Texas,Health,ChallengePledge,"$3,000,000 "
2017,Anonymous,,,"Grymes Memorial School (Orange, Va.)",Virginia,Education,GiftChallenge,"$3,000,000 "
2017,Jeff Ubben and Tim Sullivan and Sue Sullivan and Laurie Ubben,California,Finance,"Northwestern U. (Evanston, Ill.)",Illinois,Colleges and universities,Pledge,"$3,000,000 "
2017,Dean White and Ray Bartoszek,Indiana,Real estate,"U.S. Merchant Marine Academy (Kings Point, N.Y.)",New York,Colleges and universities,Gift,"$3,000,000 "
2017,Rawlings Foundation (Harold Rawlings),Ohio,,"Liberty U. (Lynchburg, Va.)",Virginia,Colleges and universities,Gift,"$3,000,000 "
2017,William Pickard,Michigan,Manufacturing,Western Michigan U. (Kalamazoo),Michigan,Colleges and universities,Gift,"$3,000,000 "
2017,Kenneth C. Griffin Charitable Fund (Kenneth Griffin),Illinois,Finance,U.S. Soccer Foundation (Chicago),Illinois,Sports and recreation,Gift,"$3,000,000 "
2017,Ray and Nancy Ann Hunt,Texas,Oil,Parish Episcopal School (Dallas),Texas,Education,ChallengeGift,"$3,000,000 "
2017,Larry Smith,Florida,Insurance,Suffolk U. (Boston),Massachusetts,Colleges and universities,Pledge,"$3,000,000 "
2017,James Lee Davis,Texas,Oil,Mart Independent School District (Tex.),Texas,Education,Gift,"$3,000,000 "
2017,Anonymous,,,New Hampshire Charitable Foundation (Concord),New Hampshire,Community foundations,Gift,"$3,000,000 "
2017,Cyrus and Michael Tang Foundation (Michael and Cyrus Tang),Nevada,Manufacturing,"Rand Corporation (Santa Monica, Calif.)",California,International,Gift,"$3,000,000 "
2017,Byron and Teresa Pollitt,California,Finance,Children's Hospital Los Angeles,California,Health,Pledge,"$3,000,000 "
2017,Remillard Family Foundation (Arthur Remillard Jr.),Massachusetts,Insurance,U. of Massachusetts Medical School (Worcester),Massachusetts,Health,Gift,"$3,000,000 "
2017,Michael and Emilie Corey,New York,Finance,"Peconic Bay Medical Center (Riverhead, N.Y.)",New York,Health,Gift,"$3,000,000 "
2017,Catherine Hinterbuchner,New York,Education,New York Medical College (Valhalla),New York,Health,Bequest,"$3,000,000 "
2017,Larry and Teresa Gaynor,Michigan,Retail,"Michigan State U., Eli Broad College of Business (East Lansing)",Michigan,Colleges and universities,Gift,"$3,000,000 "
2017,Nancy Cook,,,"Mills College (Oakland, Calif.)",California,Colleges and universities,Bequest,"$3,000,000 "
2017,Richard Glenn Taylor,Ohio,Manufacturing,"Kingwood Center Gardens (Mansfield, Ohio)",Ohio,Other groups,Gift,"$3,000,000 "
2017,Julius W. Hegeler II,Illinois,Industry,"David S. Palmer Arena (Danville, Ill.)",Illinois,Sports and recreation,PledgeBequest,"$3,000,000 "
2017,Martin Blaski,California,Engineering,"St. Jude Medical Center (Fullerton, Calif.)",California,Health,Bequest,"$3,000,000 "
2017,David Haas,Pennsylvania,Chemicals,Lenfest Institute for Journalism (Philadelphia),Pennsylvania,Other groups,Gift,"$3,000,000 "
2017,James Connors,Massachusetts,Investments,"James and Thelma Connors Foundation (Medford, Mass.)",Massachusetts,Education,Bequest,"$3,000,000 "
2017,Milton Tretiak,South Carolina,Health care,Museum of Jewish Heritage (New York),New York,Museums and libraries,Bequest,"$2,800,000 "
2017,Paul and Suzanne Hanifl,Illinois,Health products,"Lakeshore Players Theatre (White Bear Lake, Ill.)",Illinois,Arts,GiftChallenge,"$2,750,000 "
2017,Martha Sykes Hansen,,,"Earlham College (Richmond, Ind.)",Indiana,Colleges and universities,Bequest,"$2,700,000 "
2017,Robert Putnam,Minnesota,Family wealth,U. of California at Davis,California,Colleges and universities,Bequest,"$2,600,000 "
2017,Robert Putnam,Minnesota,Family wealth,U. of California at Davis,California,Colleges and universities,Bequest,"$2,600,000 "
2017,George and Julia Argyros,California,Real estate,"Girl Scouts of Orange County (Irvine, Calif.)",California,Children and youths,Gift,"$2,500,000 "
2017,Steve and Carole Jenkins,Florida,Pharmaceuticals,"Jesuit High School (Tampa, Fla.)",Florida,Education,Gift,"$2,500,000 "
2017,Arthur and Kathryn Hendren,,Engineering,"Culver-Stockton College (Canton, Mo.)",Missouri,Colleges and universities,Bequest,"$2,500,000 "
2017,Stephen A. Schwarzman,New York,Finance,USA Track & Field Foundation (New York),New York,Sports and recreation,Gift,"$2,500,000 "
2017,Curtis T. Bell,District of Columbia,Real estate,Arena Stage (Washington),District of Columbia,Arts,Gift,"$2,500,000 "
2017,Steven H. Korman,New York,Real estate,Manna (Philadelphia),Pennsylvania,Human and social services,Gift,"$2,500,000 "
2017,James C. Kennedy,Georgia,Media and entertainment,"Emory Saint Joseph's Hospital (Sandy Springs, Ga.)",Georgia,Health,Gift,"$2,500,000 "
2017,Bob and Laura Beauchamp,Texas,Technology,"Baylor U. (Waco, Tex.)",Texas,Colleges and universities,,"$2,500,000 "
2017,Jarl and Pamela Mohn,,Media and entertainment,"New School, in New York",New York,Colleges and universities,,"$2,500,000 "
2017,Jerry Greeff,Maryland,Real estate,"Vehicles for Change (Halethorpe, Md.)",Maryland,Social services,Gift,"$2,500,000 "
2017,Mary Bullock,Illinois,Education,National Louis U. (Chicago),Illinois,Colleges and universities,Bequest,"$2,500,000 "
2017,Jayne Milburn,Kansas,Finance,Wichita State U. Foundation (Kan.),Kansas,Colleges and universities,Bequest,"$2,500,000 "
2017,Gerald Buck,California,Agriculture,Smithsonian Institution (Washington),District of Columbia,Museums and libraries,Bequest,"$2,500,000 "
2017,Robert and Lynda Copple,Texas,Entertainment,"Baylor U. (Waco, Tex.)",Texas,Colleges and universities,Gift,"$2,500,000 "
2017,John Brunetti,Florida,Casinos,"St. Thomas U. (Miami Gardens, Fla.)",Florida,International,Gift,"$2,500,000 "
2017,Daniel and Carole Burack,New York,Finance,U. of Vermont (Burlington),Vermont,Colleges and universities,Gift,"$2,500,000 "
2017,Joseph and Millie Williams,New Jersey,Pharmaceuticals,Liberty Science Center (Jersey City),New Jersey,Museums and libraries,Gift,"$2,500,000 "
2017,John and Sarah Lechleiter,Indiana,Pharmaceuticals,Indiana Repertory Theatre (Indianapolis),Indiana,Arts,Gift,"$2,500,000 "
2017,Bill and Kathy Scripps,California,Family wealth,U. of Colorado at Boulder,Colorado,Colleges and universities,Gift,"$2,500,000 "
2017,Fred and Christine Pierce,California,Real estate,San Diego State U.,California,Colleges and universities,Pledge,"$2,500,000 "
2017,T. Jerome and Carolyn Holleran,,Health products,Connecticut College (New London),Connecticut,Colleges and universities,Gift,"$2,500,000 "
2017,Michael and Gloria Chiang,California,Construction,San Jose State U. (Calif.),California,Colleges and universities,Gift,"$2,500,000 "
2017,Bob Moser,New York,Real estate,Albany Medical Center (N.Y.),New York,Health,Gift,"$2,500,000 "
2017,Feigenbaum Foundation (Armand and Donald Feigenbaum),Massachusetts,Engineering,"Berkshire Museum (Pittsfield, Mass.)",Massachusetts,Museums and libraries,Gift,"$2,500,000 "
2017,William Eames,California,Consulting,Idaho State U. (Pocatello),Idaho,Colleges and universities,Pledge,"$2,500,000 "
2017,Anonymous,,,"St. Elizabeth's Foundation (Belleville, Ill.)",Illinois,Health,Gift,"$2,500,000 "
2017,Michael P. Maraist,Louisiana,Finance,U. of Louisiana at Lafayette,Louisiana,Colleges and universities,Gift,"$2,500,000 "
2017,David and June Trone,Maryland,Food and beverage,"Suburban Hospital Foundation (Bethesda, Md.)",Maryland,Health,Gift,"$2,500,000 "
2017,Anonymous,,,St. John's U. (New York),New York,Colleges and universities,,"$2,500,000 "
2017,David and June Trone Family Foundation (David and June Trone),Maryland,Food and beverage,"Suburban Hospital Foundation (Bethesda, Md.)",Maryland,Health,,"$2,500,000 "
2017,Anonymous,,,"Roanoke College (Salem, Va.)",Virginia,Colleges and universities,,"$2,350,000 "
2017,Mike Marcil,North Dakota,Real estate,"Village Family Service Center (Fargo, N.D.)",North Dakota,Human and social services,GiftNoncash,"$2,300,000 "
2017,Bernard Sherman,Florida,Industry,"Ruth and Norman Rales Jewish Family Services (Boca Raton, Fla.)",Florida,Social services,Bequest,"$2,300,000 "
2017,Tesh Wickard,Tennessee,Education,"Brown County Public Library (Nashville, Ind.)",Indiana,Museums and libraries,Bequest,"$2,300,000 "
2017,Anonymous,,,U. of Wyoming Art Museum (Laramie),Wyoming,Arts,Gift,"$2,270,000 "
2017,Anonymous,,,"U. of Oregon, Jordan Schnitzer Museum of Art (Eugene)",Oregon,Arts,Gift,"$2,250,000 "
2017,Stephen Florentz,Oklahoma,Investments,Central Oklahoma Habitat for Humanity (Oklahoma City),Oklahoma,Human and social services,Bequest,"$2,250,000 "
2017,Anonymous,,,"East Carolina U. Foundation (Greenville, N.C.)",North Carolina,Colleges and universities,Gift,"$2,210,000 "
2017,Anonymous,,,"Cooper Foundation (Camden, N.J.)",New Jersey,Health,Gift,"$2,200,000 "
2017,David Tacchino,Nevada,Government,Nevada Historical Society (Reno),Nevada,Historic preservation,Bequest,"$2,107,161 "
2017,Moody Foundation (Frances Moody-Dahlberg),Texas,Family wealth,Encore Park (Dallas),Texas,Museums and libraries,Gift,"$2,100,000 "
2017,Dean Scarborough and Janice Bini,,Manufacturing,Hiram College (Ohio),Ohio,Colleges and universities,,"$2,100,000 "
2017,Anonymous,,,"Darrow School (New Lebanon, N.Y.)",New York,Education,Gift,"$2,100,000 "
2017,Becky Roser,,Investments,U. of Colorado at Boulder,Colorado,Colleges and universities,,"$2,000,000 "
2017,David Sanders,California,Health care,"U. of California at Los Angeles, School of Law",California,Colleges and universities,Gift,"$2,000,000 "
2017,Jack and Carolyn Long,Texas,Technology,"St. Stephen's Episcopal School (Austin, Tex.)",Texas,Education,Gift,"$2,000,000 "
2017,Cullen Foundation (Mary Cullen),Texas,Family wealth,Memorial Park Conservancy (Houston),Texas,Sports and recreation,Pledge,"$2,000,000 "
2017,Ruth Schwendler,,Investments,"Canisius College (Buffalo, N.Y.)",New York,Colleges and universities,Bequest,"$2,000,000 "
2017,Kimmy Foundation (Kimmy Duong),,Technology,U. of Maryland at College Park,Maryland,Colleges and universities,Pledge,"$2,000,000 "
2017,Anonymous,,,U. of Missouri at Columbia,Missouri,Colleges and universities,,"$2,000,000 "
2017,Cary M. Maguire,Texas,Oil,Southern Methodist U. (Dallas),Texas,Colleges and universities,,"$2,000,000 "
2017,Howard R. and Julie Lerner Levine,North Carolina,Retail,"Providence Day School (Charlotte, N.C.)",North Carolina,Education,ChallengePledge,"$2,000,000 "
2017,James and Elizabeth Ferrell,Missouri,Energy,"Children's Mercy Hospitals and Clinics (Kansas City, Mo.)",Missouri,Health,Gift,"$2,000,000 "
2017,Bedford Falls Foundation (William E. and Joanne Barkett Conway),Virginia,Finance,U. of Maryland School of Nursing (Baltimore),Maryland,Colleges and universities,Gift,"$2,000,000 "
2017,Keith and Julie Thomson,,Technology,U. of Oregon (Eugene),Oregon,Colleges and universities,,"$2,000,000 "
2017,Amber Lightfoot Walker,New York,Finance,Morgan Library & Museum (New York),New York,Museums and libraries,Bequest,"$2,000,000 "
2017,Keith Mardak and Mary Vandenberg,Wisconsin,Entertainment,"After Breast Cancer Diagnosis (Glendale, Wis.)",Wisconsin,Health,ChallengePledge,"$2,000,000 "
2017,Ted and Leslie Belden,Arkansas,Construction,U. of Arkansas at Fayetteville,Arkansas,Colleges and universities,Pledge,"$2,000,000 "
2017,Kim Kuehner,Missouri,Retail,Washington U. in St. Louis,Missouri,Colleges and universities,Gift,"$2,000,000 "
2017,John and Charlene Kopchick,Ohio,Education,Ohio U. (Athens),Ohio,Colleges and universities,Gift,"$2,000,000 "
2017,Avi Shaked and Babs Waldman,Illinois,Technology,U. of Wisconsin at Milwaukee,Wisconsin,Colleges and universities,Gift,"$2,000,000 "
2017,Anonymous,,,Roosevelt U. (Chicago),Illinois,Colleges and universities,Gift,"$2,000,000 "
2017,Tony and Sonja Nicholson,Florida,Entertainment,U. of Central Florida (Orlando),Florida,Colleges and universities,Gift,"$2,000,000 "
2017,Anonymous,,,Loyola U. Maryland (Baltimore),Maryland,Colleges and universities,Gift,"$2,000,000 "
2017,Josh Weston,New Jersey,Technology,Liberty Science Center (Jersey City),New Jersey,Museums and libraries,Gift,"$2,000,000 "
2017,Robert and Ann Wible Gillespie,Ohio,Finance,Ohio Wesleyan U. (Delaware),Ohio,Colleges and universities,Gift,"$2,000,000 "
2017,Herbert (Herb) Kohl,Wisconsin,Investments,Milwaukee Public Library Foundation,Wisconsin,Museums and libraries,Pledge,"$2,000,000 "
2017,Patricia O'Callaghan,New Jersey,Education,"Seton Hall U. (South Orange, N.J.)",New Jersey,Colleges and universities,Bequest,"$2,000,000 "
2017,Ray and Carole Neag,Connecticut,Health products,"Penn State Health St. Joseph Medical Center (Reading, Pa.)",Pennsylvania,Health,Gift,"$2,000,000 "
2017,Sheldon G. and Miriam Adelson,Nevada,Hotels,Sands Cares/Adelson Family Las Vegas United Relief Fund,Nevada,Human and social services,Gift,"$2,000,000 "
2017,Roger and Lynn Headrick,Minnesota,Biotechnology,Minneapolis Heart Institute Foundation,Minnesota,Health,Gift,"$2,000,000 "
2017,Myung Ki (Mike) Hong,California,Industry,U. of California at Los Angeles,California,Colleges and universities,Gift,"$2,000,000 "
2017,Robert Patton Jr. and Sherri Patton,California,Insurance,"Baylor U. (Waco, Tex.)",Texas,Colleges and universities,Gift,"$2,000,000 "
2017,Tim and Mary Boyle,Oregon,Retail,Providence Foundations of Oregon (Lake Oswego),Oregon,Health,Gift,"$2,000,000 "
2017,Anonymous,,,"College of Saint Rose (Albany, N.Y.)",New York,Colleges and universities,Gift,"$2,000,000 "
2017,John Edward Sims,Texas,Transportation,"Berry College (Rome, Ga.)",Georgia,Colleges and universities,Gift,"$2,000,000 "
2017,Fredric Levin,Florida,Law,Brigham and Women's Hospital (Boston),Massachusetts,Health,Gift,"$2,000,000 "
2017,Levitetz Family Foundation (Jeff Levitetz),Florida,Food and beverage,Cleveland Clinic in Florida (Weston),Florida,Health,Gift,"$2,000,000 "
2017,Cal Turner Jr.,Tennessee,Retail,Vanderbilt U. (Nashville),Tennessee,Colleges and universities,Gift,"$2,000,000 "
2017,Schmidt Family Foundation (Eric and Wendy Schmidt),California,Technology,Institute for Advanced Study (N.J.),New Jersey,Science,Gift,"$2,000,000 "
2017,Tawani Foundation (Jennifer Pritzker),Illinois,Family wealth,"Unity Temple (Oak Park, Ill.)",Illinois,Historic preservation,GiftChallenge,"$2,000,000 "
2017,Eric and Wendy Schmidt,California,Technology,"Institute for Advanced Study (Princeton, N.J.)",New Jersey,Colleges and universities,Gift,"$2,000,000 "
2017,Anonymous,,,"Mills College (Oakland, Calif.)",California,Colleges and universities,Gift,"$2,000,000 "
2017,Mike Case,Oklahoma,Real estate,"River City Park (Sand Springs, Okla.)",Oklahoma,Other groups,Gift,"$2,000,000 "
2017,Jerry Baker,Kentucky,Manufacturing,Western Kentucky U. (Bowling Green),Kentucky,Colleges and universities,Bequest,"$2,000,000 "
2017,Jim and Susan McCulloch,Texas,Energy,Tulane U. Law School (New Orleans),Louisiana,Colleges and universities,Gift,"$2,000,000 "
2017,William Davidson Foundation (William Davidson),Michigan,Manufacturing,Motown Museum (Detroit),Michigan,Arts,Bequest,"$2,000,000 "
2017,Efroymson Family Fund (Jeremy and Elissa Efroymson),Indiana,Family wealth,U. of Chicago,Illinois,Arts,Gift,"$2,000,000 "
2017,Bresler family,Maryland,Real estate,Food and Friends (Washington),District of Columbia,Human and social services,Gift,"$2,000,000 "
2017,Christopher Seton Abele,Wisconsin,Family wealth,Milwaukee Film,,Arts,Gift,"$2,000,000 "
2017,A. Dano and Brenda Davis,North Carolina,Family wealth,Jacksonville Zoo and Gardens (Fla.),Florida,Zoos and aquariums,Gift,"$2,000,000 "
2017,Tom and Leticia Contreras,Texas,Insurance,St. Mary's U. (San Antonio),Texas,Colleges and universities,,"$2,000,000 "
2017,Jeannie D. Arnold,Pennsylvania,Health care,Saint Joseph's College of Maine (Standish),Maine,Colleges and universities,,"$2,000,000 "
2017,Lowell Milken,California,Education,"ArtCenter College of Design (Pasadena, Calif.)",California,Arts,Gift,"$2,000,000 "
2017,Craig and Barbara Barrett,,Technology,Arizona State U. (Tempe),Arizona,Colleges and universities,,"$2,000,000 "
2017,Valerie and Gerard Sodano,,Education,St. John's U. (New York),New York,Colleges and universities,Unrestricted,"$2,000,000 "
2017,Russell and Wendy Palmer,Pennsylvania,Finance,"Michigan State U., Eli Broad College of Business (East Lansing)",Michigan,Colleges and universities,Gift,"$2,000,000 "
2017,Ted and Polly Hoff,Iowa,Health care,"Pottawattamie Arts, Culture & Entertainment (Council Bluffs, Iowa)",Iowa,Arts,Gift,"$2,000,000 "
