Year,Donor,Where Donor Lives,Donor's Source of Wealth,Recipient,Recipient Location,Cause,Gift type,Gift Value
2015,Foster Stanback,California,"Finance, Investments","Ecosa Institute for Ecological Design (Prescott, Ariz.)",Arizona,Conservation and the environment,Gift,"$4,000,000 "
2015,Myles & C. Jean McDonough Charitable Foundation (C. Jean McDonough),Massachusetts,Manufacturing,"American Antiquarian Society (Worcester, Mass.)",Massachusetts,Historic preservation,Gift,"$4,000,000 "
2015,Remillard Family Foundation (Arthur Remillard Jr.),Massachusetts,Insurance,"Harrington HealthCare System (Webster, Mass.)",Massachusetts,Health,GiftMatching,"$4,000,000 "
2015,Macon F. Brock Jr. and Joan Brock,Virginia,Retail,"Chesapeake Bay Foundation (Annapolis, Md.)",Maryland,Conservation and the environment,Gift,"$3,500,000 "
2015,Harris Family Foundation (Josh Harris),Pennsylvania,Professional Sports,Philadelphia Police Athletic League,Pennsylvania,Children and youths,Pledge,"$3,500,000 "
2015,James and Connie Hughes,New Jersey,Education,"Rutgers U. (New Brunswick, N.J.)",New Jersey,Colleges and universities,Pledge,"$3,500,000 "
2015,Pritzker family,,Hotels,U. of Chicago Law School,Illinois,Colleges and universities,,"$3,500,000 "
2015,Theresa (Terry) Thompson,,Consulting,"College of William & Mary (Williamsburg, Va.)",Virginia,Colleges and universities,Pledge,"$3,500,000 "
2015,John P. and Tashia F. Morgridge,California,Technology,U. of Wisconsin Hospital (Madison),Wisconsin,Health,GiftMatching,"$3,500,000 "
2015,Anonymous,,,"Roberts Wesleyan College (Rochester, N.Y.)",New York,Colleges and universities,Gift,"$3,500,000 "
2015,Gianforte Family Foundation (Greg and Susan Gianforte),Montana,Technology,"Love in the Name of Christ (Jenison, Mich.)",Michigan,Religious groups,Gift,"$3,200,000 "
2015,Draymond Green,California,Professional Sports,Michigan State U. Athletics (East Lansing),Michigan,Colleges and universities,,"$3,100,000 "
2015,Archie and Sue Lorentzen,Montana,Real estate,Darby School District (Mont.),Montana,Education,BequestUnrestricted,"$3,000,000 "
2015,Kemper & Ethel Marley Foundation (Kemper and Ethel Marley),Arizona,Real estate,Arizona State U. (Tempe),Arizona,Colleges and universities,GiftChallenge,"$3,000,000 "
2015,Harry Seigle,Illinois,"Family wealth, Real estate, Retail","Northwestern U., School of Law (Chicago)",Illinois,Colleges and universities,Gift,"$3,000,000 "
2015,James F. and Anne Rothenberg,California,"Finance, Investments","Huntington Library, Art Collections, and Botanical Gardens (San Marino, Calif.)",California,Museums and libraries,Pledge,"$3,000,000 "
2015,Wyeth Foundation (Jamie and Phyllis Wyeth),Pennsylvania,"Entertainment, Family wealth","Farnsworth Art Museum (Rockland, Me.)",Maine,Arts,Gift,"$3,000,000 "
2015,Lansdale Pue,Maryland,Agriculture,Maryland 4-H Foundation (College Park),Maryland,Colleges and universities,Bequest,"$3,000,000 "
2015,Maltz Family Foundation (Milton and Tamar Maltz),Ohio,Telecommunications,United States Holocaust Memorial Museum (Washington),District of Columbia,Museums and libraries,Gift,"$3,000,000 "
2015,Marian Rochelle,Wyoming,"Family wealth, Law",U. of Wyoming (Laramie),Wyoming,Colleges and universities,Gift,"$3,000,000 "
2015,Oreste (Russ) Zanni,Massachusetts,Health care,Boston U.,Massachusetts,Colleges and universities,Bequest,"$3,000,000 "
2015,Hazel Ruby McQuain Charitable Trust (Hazel Ruby McQuain),West Virginia,Investments,West Virginia U. (Morgantown),West Virginia,Colleges and universities,Gift,"$3,000,000 "
2015,Anonymous,,,Ohio Wesleyan U. (Delaware),Ohio,Colleges and universities,GiftChallenge,"$3,000,000 "
2015,Carl and Renee Behnke,Washington,Retail,"Tateuchi Center (Bellevue, Wash.)",Washington,Arts,Pledge,"$3,000,000 "
2015,Hank Aaron,Georgia,"Professional Sports, Transportation",Morehouse School of Medicine (Atlanta),Georgia,Colleges and universities,,"$3,000,000 "
2015,Taishoff Family Foundation (Taishoff family),Florida,,Syracuse U. School of Education (N.Y.),New York,Colleges and universities,,"$3,000,000 "
2015,Audrey Geisel,California,,U. of California at San Diego,California,Colleges and universities,,"$3,000,000 "
2015,John and Jennifer Eagle,Texas,Retail,Dallas Museum of Art,Texas,Arts,Pledge,"$3,000,000 "
2015,Sanford J. Grossman Charitable Trust (Sanford J. Grossman),New York,"Education, Finance",Icahn School of Medicine at Mount Sinai (New York),New York,Colleges and universities,Pledge,"$3,000,000 "
2015,Carl and Aune Lind Family Foundation (Lind family),Minnesota,Finance,"Gustavus Adolphus College (St. Peter, Minn.)",Minnesota,Colleges and universities,Pledge,"$3,000,000 "
2015,John P. Jones III and Denise Jones,Pennsylvania,Chemicals,Villanova U. College of Engineering (Pa.),Pennsylvania,Colleges and universities,Pledge,"$3,000,000 "
2015,G. J. and Heather Hart,California,Food and beverage,"James Madison U. (Harrisonburg, Va.)",Virginia,Colleges and universities,Pledge,"$3,000,000 "
2015,R. William and Marilyn J. Van Sant,Wisconsin,Manufacturing,"U. of Iowa, College of Engineering (Iowa City)",Iowa,Colleges and universities,Pledge,"$3,000,000 "
2015,Carol and Barney Barnett,Florida,"Food and beverage, Retail","Mote Marine Laboratory and Aquarium (Sarasota, Fla.)",Florida,Conservation and the environment,Gift,"$3,000,000 "
2015,Irene Pesik,Iowa,Agriculture,"St. Malachy Foundation (Creston, Iowa)",Iowa,Religious groups,Bequest,"$3,000,000 "
2015,Marjorie Knight and Alpo Crane,North Carolina,Media and entertainment,Queens U. of Charlotte (N.C.),North Carolina,Colleges and universities,Gift,"$3,000,000 "
2015,Timothy and Robin Wentworth,New Jersey,Pharmaceuticals,U. of Rochester (N.Y.),New York,Colleges and universities,Gift,"$3,000,000 "
2015,Anonymous,,,Albany College of Pharmacy and Health Sciences (N.Y.),New York,Colleges and universities,PledgeBequest,"$3,000,000 "
2015,C.T. and Kelley Fitzpatrick,Alabama,Investments,"U. of Alabama at Tuscaloosa, Culverhouse College of Commerce",Alabama,Colleges and universities,Gift,"$3,000,000 "
2015,Mark and Cindy Pentecost,Florida,Retail,Michigan State U. (East Lansing),Michigan,Colleges and universities,Gift,"$3,000,000 "
2015,Eunice Singfeldt,,Investments,Bethel U. (Minn.),Minnesota,Colleges and universities,Bequest,"$3,000,000 "
2015,Thomas P. and Barbara Putnam,New Hampshire,Manufacturing,"New England College (Henniker, N.H.)",New Hampshire,Colleges and universities,Gift,"$3,000,000 "
2015,Ma-Ran Foundation (Randall and Peggy Rollins),Georgia,Chemicals,"Beebe Healthcare (Lewes, Del.)",Delaware,Health,Gift,"$3,000,000 "
2015,Morton La Kretz,California,Real estate,La Kretz Innovation Campus (Los Angeles),California,Public affairs,Gift,"$3,000,000 "
2015,Michael Guty,Connecticut,Investments,"Otis Library (Norwich, Conn.)",Connecticut,Museums and libraries,Bequest,"$3,000,000 "
2015,William Binns Smith,Massachusetts,Manufacturing,"Visiting Nurse Association Care Network (Worcester, Mass.)",Massachusetts,Human and social services,Bequest,"$2,800,000 "
2015,William Binns Smith,Massachusetts,Manufacturing,"Eastern Orthodox Management Corporation (Worcester, Mass.)",Massachusetts,Human and social services,Bequest,"$2,800,000 "
2015,William Binns Smith,Massachusetts,Manufacturing,"Children's Friend (Worcester, Mass.)",Massachusetts,Children and youths,Bequest,"$2,800,000 "
2015,Gianforte Family Foundation (Greg and Susan Gianforte),Montana,Technology,"Rafiki Foundation (Eustis, Fla.)",Florida,Religious groups,Gift,"$2,800,000 "
2015,B.M. Stevenson,Nebraska,Health care,U. of Nebraska at Kearney,Nebraska,Colleges and universities,Bequest,"$2,750,000 "
2015,William Wade,California,"Education, Investments",San Diego State U.,California,Colleges and universities,,"$2,700,000 "
2015,Betty Anderlik,Florida,Engineering,Heritage Foundation (Washington),District of Columbia,Foundations,,"$2,700,000 "
2015,Barbara Ann Curtis,New Jersey,"Education, Family wealth","Misericordia U. (Dallas, Pa.)",Pennsylvania,Colleges and universities,Bequest,"$2,650,000 "
2015,Jim and Linda McNatt,Texas,Retail,U. of North Texas (Denton),Texas,Colleges and universities,,"$2,610,000 "
2015,Stephen Ball,California,Construction,"Lindsay Wildlife Center (Walnut Creek, Calif.)",California,Museums and libraries,Bequest,"$2,600,000 "
2015,Bette Wilson,Alabama,Investments,"Living River Camp (Springville, Ala.)",Alabama,Religious groups,Bequest,"$2,520,000 "
2015,Michael and Eugenia Brin,Maryland,Family wealth,U. of Maryland at College Park,Maryland,Colleges and universities,Gift,"$2,500,000 "
2015,W.W. Smith Charitable Trust (Mary Smith),Pennsylvania,Oil,Temple U. School of Medicine (Philadelphia),Pennsylvania,Colleges and universities,Gift,"$2,500,000 "
2015,Jeroma Mirza Foundation (Jerome Mirza),Illinois,Law,Illinois Wesleyan U. (Bloomington),Illinois,Colleges and universities,Gift,"$2,500,000 "
2015,Robert Niblock,North Carolina,Retail,U. of North Carolina at Charlotte,North Carolina,Colleges and universities,,"$2,500,000 "
2015,Norman and R. Lucille Schaefer,Ohio,Advertising,U. of Dayton (Ohio),Ohio,Colleges and universities,Bequest,"$2,500,000 "
2015,Mark C. and Anne Hansen,District of Columbia,Law,"Dartmouth College (Hanover, N.H.)",New Hampshire,Colleges and universities,,"$2,500,000 "
2015,Gregg L. Engles,Colorado,Food and beverage,"Dartmouth College (Hanover, N.H.)",New Hampshire,Colleges and universities,,"$2,500,000 "
2015,Steven Fox,,,"St. Olaf College (Northfield, Minn.)",Minnesota,Colleges and universities,Matching,"$2,500,000 "
2015,Michael and Billie Kubly,Wisconsin,Health care,"Rogers Memorial Hospital Foundation (Oconomowoc, Wis.)",Wisconsin,Health,,"$2,500,000 "
2015,Leslie Jackson Chihuly,Washington,Entertainment,Seattle Symphony Orchestra,Washington,Arts,,"$2,500,000 "
2015,Anonymous,,,Monmouth College (Ill.),Illinois,Colleges and universities,GiftChallenge,"$2,500,000 "
2015,Nance Dicciani,Pennsylvania,Technology,Villanova U. College of Engineering (Pa.),Pennsylvania,Colleges and universities,Pledge,"$2,500,000 "
2015,Betty Sheppard Poe,South Carolina,Insurance,Clemson U. (S.C.),South Carolina,Colleges and universities,,"$2,500,000 "
2015,Clayton Yeutter,Maryland,Government,U. of Nebraska at Lincoln,Nebraska,Colleges and universities,Pledge,"$2,500,000 "
2015,Bud and Sue Selig,Wisconsin,Professional Sports,Phoenix Art Museum,Arizona,Arts,Gift,"$2,500,000 "
2015,David Rockefeller,New York,Family wealth,Rhode Island School of Design Museum (Providence),Rhode Island,Arts,Gift,"$2,500,000 "
2015,Morris I. and Phyllis Friedman,Ohio,Mineral exploration,Youngstown State U. (Ohio),Ohio,Colleges and universities,Gift,"$2,500,000 "
2015,William Barnet III,South Carolina,Manufacturing,"Northside Development Group (Spartanburg, S.C.)",South Carolina,Human and social services,Gift,"$2,500,000 "
2015,James Herbert and Judith Herbert and James Herman and Susan Herman,Michigan,Food and beverage,"Sparrow Health System (Lansing, Mich.)",Michigan,Health,Gift,"$2,500,000 "
2015,Mukund Padmanabhan,New York,Finance,"U. of California at Los Angeles, Henry Samueli School of Engineering and Applied Science",California,Colleges and universities,Gift,"$2,500,000 "
2015,Myles & C. Jean McDonough Charitable Foundation (C. Jean McDonough),Massachusetts,Manufacturing,"Tower Hill Botanic Garden (Boylston, Mass.)",Massachusetts,Other groups,Gift,"$2,500,000 "
2015,Richard M. Schulze Family Foundation (Richard M. Schulze),Minnesota,Retail,U. of Minnesota (Minneapolis),Minnesota,Colleges and universities,Gift,"$2,400,000 "
2015,House Family Foundation (Dave House),,Technology,Michigan Technological U. (Houghton),Michigan,Colleges and universities,,"$2,300,000 "
2015,Douglas Foundation (Kirk and Anne Douglas),California,Entertainment,Children's Hospital Los Angeles,California,Health,Pledge,"$2,300,000 "
2015,Gianforte Family Foundation (Greg and Susan Gianforte),Montana,Technology,Alliance for School Choice (Washington),District of Columbia,Education,Gift,"$2,300,000 "
2015,Wilbert and Darlene Carlson,California,Engineering,California Lutheran U. (Thousand Oaks),California,Colleges and universities,Bequest,"$2,280,000 "
2015,Helen Palmatier,Michigan,Construction,Aquinas College (Mich.),Michigan,Colleges and universities,Bequest,"$2,200,000 "
2015,Isabel Kingsley Arms,Massachusetts,Investments,Greater Worcester Community Foundation (Mass.),Massachusetts,Community foundations,Bequest,"$2,200,000 "
2015,Simons Foundation (James and Marilyn Simons),New York,Finance,Kennedy Krieger Institute (Baltimore),Maryland,Health,Gift,"$2,180,000 "
2015,Jack and Susie Turben,Ohio,Finance,Ideastream (Cleveland),Ohio,Other groups,Gift,"$2,100,000 "
2015,Walt and Carol Rosebrough,Ohio,,Cleveland Zoological Society,Ohio,Zoos and aquariums,,"$2,100,000 "
2015,Carl and Ann Myers,New York,Food and beverage,"Noyes Hospital (Rochester, N.Y.)",New York,Health,Gift,"$2,000,000 "
2015,Richard and Diana Milock,Michigan,Manufacturing,Northwestern Michigan College (Traverse City),Michigan,Colleges and universities,Gift,"$2,000,000 "
2015,Dorothy Noonan,New Jersey,Finance,"Eden Autism Services (Princeton, N.J.)",New Jersey,Human and social services,Bequest,"$2,000,000 "
2015,Steven A. and Alexandra M. Cohen Foundation (Steven A. and Alexandra M. Cohen),Connecticut,Finance,Harlem RBI (New York),New York,Education,Gift,"$2,000,000 "
2015,Daniel and Janet Mordecai Foundation (Janet Mordecai),,Health care,Colorado Anschutz Medical Campus (Aurora),Colorado,Health,Gift,"$2,000,000 "
2015,Jeanne Hutchins,New York,Advertising,"Paul Smith's College (Paul Smiths, N.Y.)",New York,Colleges and universities,,"$2,000,000 "
2015,Steven A. and Alexandra M. Cohen Foundation (Steven A. and Alexandra M. Cohen),Connecticut,Finance,Whitney Museum of American Art (New York),New York,Arts,Pledge,"$2,000,000 "
2015,Lee and Jill Kort,California,"Investments, Real estate",Children's Hospital Los Angeles,California,Health,Gift,"$2,000,000 "
2015,Jack C. Taylor,Missouri,Retail,Missouri Botanical Garden (St. Louis),Missouri,Conservation and the environment,Gift,"$2,000,000 "
2015,William H. and Sue Gross,California,"Finance, Investments",Charles R. Drew U. of Medicine and Science (Los Angeles),California,Colleges and universities,Gift,"$2,000,000 "
2015,Beatrice Knapp McDowell,Ohio,Law,U. of Akron (Ohio),Ohio,Colleges and universities,Bequest,"$2,000,000 "
2015,Joseph Ianniello,New York,Media and entertainment,Pace U. (New York),New York,Colleges and universities,Gift,"$2,000,000 "
2015,Rick and Nancy Moskovitz Foundation (Richard and Nancy Moskovitz),Florida,Health care,"Mote Marine Laboratory and Aquarium (Sarasota, Fla.)",Florida,Conservation and the environment,Gift,"$2,000,000 "
2015,David and Robin Hanna,,,Stanford U. (Calif.),California,Colleges and universities,Gift,"$2,000,000 "
2015,Mark and Lisa Walsh,New York,"Finance, Real estate",Stanford U. (Calif.),California,Colleges and universities,Gift,"$2,000,000 "
2015,Bryan Zaplitny,Michigan,Energy,YMCA and JCC of Greater Toledo (Ohio),Ohio,Social services,MatchingGift,"$2,000,000 "
2015,William and Jane Reynolds,Colorado,"Education, Real estate",U. of Colorado at Boulder,Colorado,Colleges and universities,Pledge,"$2,000,000 "
2015,William and Jane Reynolds,Colorado,"Education, Real estate",U. of Colorado at Boulder,Colorado,Colleges and universities,Pledge,"$2,000,000 "
2015,Anonymous,,,"Loras College (Dubuque, Iowa)",Iowa,Colleges and universities,Pledge,"$2,000,000 "
2015,A. Linn Murphree,California,"Education, Health care",Children's Hospital Los Angeles,California,Health,Pledge,"$2,000,000 "
2015,Ralph C. Wilson Jr. Foundation (Ralph C. Wilson Jr.),Michigan,Professional Sports,St. John Hospital & Medical Center (Detroit),Michigan,Health,Bequest,"$2,000,000 "
2015,Tracy Winfree and Ted McCourtney,New York,Investments,Pennsylvania State U. (University Park),Pennsylvania,Colleges and universities,,"$2,000,000 "
2015,Anne R. Bromberg,Texas,Entertainment,Southern Methodist U. (Dallas),Texas,Colleges and universities,,"$2,000,000 "
2015,Richard Henes,Arizona,"Manufacturing, Real estate",Michigan Technological U. (Houghton),Michigan,Colleges and universities,,"$2,000,000 "
2015,Richard Henes,Arizona,"Manufacturing, Real estate",Michigan Technological U. (Houghton),Michigan,Colleges and universities,,"$2,000,000 "
2015,Thomas T. and Elizabeth Carr Tierney,,Health products,Wayne State U. (Detroit),Michigan,Colleges and universities,,"$2,000,000 "
2015,H. Howard and Miriam Hayden,,,"McDaniel College (Westminster, Md.)",Maryland,Colleges and universities,Bequest,"$2,000,000 "
2015,Mitchell and Joleen Julis,,Finance,Hirshhorn Museum and Sculpture Garden (Washington),District of Columbia,Museums and libraries,,"$2,000,000 "
2015,Bailey Foundation (Ted and Sharon Bailey),Arkansas,Health care,U. of Arkansas at Little Rock,Arkansas,Colleges and universities,,"$2,000,000 "
2015,Daniel and Janet Mordecai Foundation (Janet Mordecai),,Health care,U. of Colorado at Aurora,Colorado,Colleges and universities,,"$2,000,000 "
2015,Jeff and Joan Beal,,Entertainment,"U. of Rochester, Eastman School of Music (N.Y.)",New York,Colleges and universities,Pledge,"$2,000,000 "
2015,John H.O. La Gatta,,Finance,"Nevada Museum of Art, Donald W. Reynolds Center for the Visual Arts (Reno)",Nevada,Arts,,"$2,000,000 "
2015,Lois Watts,North Dakota,"Education, Transportation",Bismarck Public Schools Foundation (N.D.),North Dakota,Education,Bequest,"$2,000,000 "
2015,Anonymous,,,"DePauw U. (Greencastle, Ind.)",Indiana,Colleges and universities,,"$2,000,000 "
2015,Anonymous,,,"Randolph College (Lynchburg, Va.)",Virginia,Colleges and universities,,"$2,000,000 "
2015,Richard M. Schulze Family Foundation (Richard M. Schulze),Minnesota,Retail,Abbott Northwestern Hospital Foundation (Minneapolis),Minnesota,Health,,"$2,000,000 "
2015,David Rockefeller,New York,Family wealth,"Land & Garden Preserve of Mount Desert Island (Seal Harbor, Me.)",Maine,Other groups,NoncashGift,"$2,000,000 "
2015,E. Philip Saunders,New York,"Retail, Transportation","Paul Smith's College (Paul Smiths, N.Y.)",New York,Colleges and universities,,"$2,000,000 "
2015,Ellen Karelsen Solender,Texas,Law,"Southern Methodist U., Dedman School of Law (Dallas)",Texas,Colleges and universities,,"$2,000,000 "
2015,Gregg and Kate Lemkau,New York,Finance,"Dartmouth College (Hanover, N.H.)",New Hampshire,Colleges and universities,,"$2,000,000 "
2015,Ken Nunn,Indiana,Law,Indiana U. at Bloomington Athletics,Indiana,Colleges and universities,,"$2,000,000 "
2015,Ken and Linda Morris,California,Technology,"Southern Methodist U., Cox School of Business (Dallas)",Texas,Colleges and universities,Gift,"$2,000,000 "
2015,John and Rosemary Brown,Michigan,Media and entertainment,Kalamazoo Institute of Arts (Mich.),Michigan,Colleges and universities,Gift,"$2,000,000 "
2015,Anonymous,,,U. of California at Santa Barbara,California,Colleges and universities,Bequest,"$2,000,000 "
2015,Ed Marron,New Jersey,Real estate,"Valley Hospital (Ridgewood, N.J.)",New Jersey,Health,Gift,"$2,000,000 "
2015,Anonymous,,,"Environmental Justice Housing Fund (Corpus Christi, Tex.)",Texas,Human and social services,Gift,"$2,000,000 "
2015,Phillip and Peggy DeZwirek,Ohio,Manufacturing,Boca Raton Regional Hospital Foundation (Fla.),Florida,Health,Gift,"$2,000,000 "
2015,Elaine Krowne Klein,California,Family wealth,U. of California at Los Angeles,California,Colleges and universities,Gift,"$2,000,000 "
2015,Zuhair Fayez,,Real estate,U. of Colorado at Denver,Colorado,Colleges and universities,Gift,"$2,000,000 "
2015,Martha Hearron,,Pharmaceuticals,Western Michigan U. (Kalamazoo),Michigan,Colleges and universities,Bequest,"$2,000,000 "
2015,David and Jill Gilmour,Florida,Food and beverage,"Opportunity Inc. (West Palm Beach, Fla.)",Florida,Education,Gift,"$2,000,000 "
2015,Henry Timnick,New York,Finance,Michigan State U. (East Lansing),Michigan,Colleges and universities,Gift,"$2,000,000 "
2015,Ron and Cille Williams,Florida,Insurance,U. of Nebraska at Kearney,Nebraska,Colleges and universities,Gift,"$2,000,000 "
2015,Lorry I. Lokey,Oregon,Media and entertainment,"Lewis & Clark College (Portland, Ore.)",Oregon,Colleges and universities,Gift,"$2,000,000 "
2015,Cynthia Hoehl,Vermont,"Health care, Technology","Stern Center for Language and Learning (Williston, Vt.)",Vermont,Education,Gift,"$2,000,000 "
2015,Phil and Jocelyn Hagerman,Michigan,Retail,U. of Michigan at Flint,Michigan,Colleges and universities,Gift,"$2,000,000 "
2015,Donald and Ellie Knauss,California,Chemicals,Indiana U. (Indianapolis),Indiana,Colleges and universities,Gift,"$2,000,000 "
2015,Myles & C. Jean McDonough Charitable Foundation (C. Jean McDonough),Massachusetts,Manufacturing,"EcoTarium (Worcester, Mass.)",Massachusetts,Conservation and the environment,Gift,"$2,000,000 "
2015,Taner Halicioglu,,Technology,U. of California at San Diego,California,Colleges and universities,Gift,"$2,000,000 "
2015,James W. Bradshaw and Carlos E. Evans,South Carolina,Real estate,"Hilton Head Preparatory Academy (Hilton Head Island, S.C.)",South Carolina,Education,Gift,"$1,950,000 "
2015,Ivan and Pauline Kniese Druley,,,"Earlham College (Richmond, Ind.)",Indiana,Colleges and universities,Bequest,"$1,940,000 "
2015,Edward W. Jesse Jr. Trust (Edward W. Jesse Jr.),Iowa,Agriculture,"Wartburg College (Waverly, Iowa)",Iowa,Colleges and universities,Bequest,"$1,900,000 "
2015,Richard Switzer,Illinois,,"McDonough District Hospital Foundation (Macomb, Ill.)",Illinois,Health,Gift,"$1,900,000 "
2015,Ruth Donnelly,,Education,Bridgewater State U. Foundation (Mass.),Massachusetts,Colleges and universities,Bequest,"$1,800,000 "
2015,Michael Van Asten,Wisconsin,Hotels,"St. Norbert College (De Pere, Wis.)",Wisconsin,Colleges and universities,,"$1,750,000 "
2015,Mozelle Tarpley,Georgia,Finance,"Reinhardt U. (Waleska, Ga.)",Georgia,Colleges and universities,Bequest,"$1,670,500 "
2015,McGuane Foundation (Michael and Catherine McGuane),Florida,Law,West Virginia U. (Morgantown),West Virginia,Colleges and universities,Gift,"$1,600,000 "
2015,Erika Glazer,California,"Family wealth, Real estate",California State U. at Los Angeles,California,Colleges and universities,,"$1,600,000 "
2015,Jalal and Mohammad Farzaneh,Oklahoma,Real estate,Oklahoma State U. (Stillwater),Oklahoma,Colleges and universities,Gift,"$1,600,000 "
2015,Callais Campbell,,Professional Sports,"U. of Miami (Coral Gables, Fla.)",Florida,Colleges and universities,Gift,"$1,600,000 "
2015,Doug Dittrick,Florida,Telecommunications,Ohio Wesleyan U. (Delaware),Ohio,Colleges and universities,Pledge,"$1,590,000 "
2015,Barry L. and Janet Krock,Massachusetts,"Finance, Real estate",Central Massachusetts Chabad (Worcester),Massachusetts,Religious groups,GiftNoncash,"$1,500,000 "
2015,Elizabeth Iribe,,Family wealth,U. of Maryland at College Park,Maryland,Colleges and universities,Gift,"$1,500,000 "
2015,Jeanne and Rex Sinquefield,Missouri,Finance,"U. of Chicago, Becker Friedman Institute",Illinois,Colleges and universities,Gift,"$1,500,000 "
2015,Argyros Family Foundation (George Argyros),California,Real estate,"Orange County School of the Arts (Santa Ana, Calif.)",California,Colleges and universities,Gift,"$1,500,000 "
2015,Anonymous,,,"Melanoma Coalition (Santa Cruz, Calif.)",California,Health,Pledge,"$1,500,000 "
2015,Ross and Mary Whipple,,Finance,Arkansas Children's Hospital (Little Rock),Arkansas,Health,,"$1,500,000 "
2015,Grant and Patricia Sims,Texas,Energy,"Jackson Laboratory (Bar Harbor, Me.)",Maine,Health,Gift,"$1,500,000 "
2015,Michael and Rebecca White Berch,Arizona,Education,"Arizona State U., Sandra Day O'Connor School of Law (Tempe)",Arizona,Colleges and universities,Pledge,"$1,500,000 "
2015,Anonymous,,,Birmingham-Southern College (Ala.),Alabama,Colleges and universities,Bequest,"$1,500,000 "
2015,William and Audrey Farber,Michigan,Pharmaceuticals,Michigan State U. (East Lansing),Michigan,Colleges and universities,,"$1,500,000 "
2015,David Beals Charitable Trust (David Beals),Missouri,,U. of Missouri at Kansas City Foundation,Missouri,Colleges and universities,,"$1,500,000 "
2015,William and Jo Ann Trogdon,Missouri,Entertainment,U. of Missouri at Columbia,Missouri,Colleges and universities,Pledge,"$1,500,000 "
2015,Bita Daryabari,California,Telecommunications,U. of California at Davis,California,Colleges and universities,,"$1,500,000 "
2015,Richard and Gretchen Evans,California,Manufacturing,Oregon State U. (Corvallis),Oregon,Colleges and universities,,"$1,500,000 "
2015,Stefan Edlis and Gael Neeson,Illinois,Manufacturing,Chicago Opera Theater,Illinois,Arts,,"$1,500,000 "
2015,Dwight and Marjorie Peterson,Minnesota,Technology,"Lawrence U. (Appleton, Wis.)",Wisconsin,Colleges and universities,,"$1,500,000 "
2015,Elizabeth Moore Ruffin,North Carolina,,"William Peace U. (Raleigh, N.C.)",North Carolina,Colleges and universities,BequestUnrestricted,"$1,500,000 "
2015,Eugenia Davis and Robert H. Mills,California,Government,Ohio Wesleyan U. (Delaware),Ohio,Colleges and universities,Pledge,"$1,500,000 "
2015,Frank Quinn,Illinois,Finance,Ohio Wesleyan U. (Delaware),Ohio,Colleges and universities,PledgeMatching,"$1,500,000 "
2015,J. Spencer and Patricia Standish,New York,Manufacturing,"College of Saint Rose (Albany, N.Y.)",New York,Colleges and universities,,"$1,500,000 "
2015,Russell and Marjorie Boss,Rhode Island,Manufacturing,"Dartmouth College (Hanover, N.H.)",New Hampshire,Colleges and universities,,"$1,500,000 "
2015,Anonymous,,,"Dartmouth College (Hanover, N.H.)",New Hampshire,Colleges and universities,,"$1,500,000 "
2015,Anonymous,,,Emory U. School of Law (Atlanta),Georgia,Colleges and universities,,"$1,500,000 "
2015,Lorna Ann Gavin,Montana,,Humane Society of Western Montana (Missoula),Montana,Other groups,Bequest,"$1,500,000 "
2015,Anonymous,,,"Saint Francis U. (Loretto, Pa.)",Pennsylvania,Colleges and universities,Pledge,"$1,500,000 "
2015,Jeffrey S. Van Harte,California,Finance,California State U. at Fullerton,California,Colleges and universities,Gift,"$1,500,000 "
2015,Robert and Joyce Hughes,Kentucky,Health care,U. of Louisville (Ky.),Kentucky,Colleges and universities,Gift,"$1,500,000 "
2015,Paul Kamrath,Nebraska,Engineering,U. of Nebraska Foundation (Omaha),Nebraska,Colleges and universities,Bequest,"$1,500,000 "
2015,Andre Agassi and Steffi Graf,Nevada,Professional Sports,Keep Memory Alive (Las Vegas),Nevada,Health,Gift,"$1,500,000 "
2015,Jay and Randy Fishman,New York,Insurance,Boston Children's Hospital,Massachusetts,Health,Gift,"$1,500,000 "
2015,Myles & C. Jean McDonough Charitable Foundation (C. Jean McDonough),Massachusetts,Manufacturing,Worcester Historical Museum (Mass.),Massachusetts,Museums and libraries,Gift,"$1,500,000 "
2015,Joseph and Charlotte Stone,New York,Finance,Syracuse U. (N.Y.),New York,Colleges and universities,Bequest,"$1,400,000 "
2015,Charles and Carole Lamar,Louisiana,"Advertising, Family wealth, Investments",Louisiana State U. (Baton Rouge),Louisiana,Colleges and universities,,"$1,350,000 "
2015,Anonymous,,,"Notre Dame de Namur U. (Belmont, Calif.)",California,Colleges and universities,GiftMatching,"$1,350,000 "
2015,Dean and Barbara White,Indiana,Real estate,City of Crown Point (Ind.),Indiana,Sports and recreation,Gift,"$1,300,000 "
2015,Anonymous,,,"Addison Elementary School (Palo Alto, Calif.)",California,Education,Pledge,"$1,300,000 "
2015,Nadine Arrington,District of Columbia,Government,Texas A&M U. at Kingsville,Texas,Colleges and universities,Bequest,"$1,300,000 "
2015,Hugh Douglas Webb,Florida,Investments,"Community Foundation of St. Clair County (Port Huron, Mich.)",Michigan,Community foundations,Bequest,"$1,300,000 "
2015,Steven Goldman,,,U. of Cincinnati,,Colleges and universities,Gift,"$1,300,000 "
2015,Solomon Jackson,South Carolina,Lottery,"Midland Technical College (Columbia, S.C.)",South Carolina,Colleges and universities,,"$1,250,000 "
2015,Lois Chant,,Education,U. of California at San Diego,California,Colleges and universities,,"$1,250,000 "
